Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI
MX9VSNAS,journalArticle,2012,"Kang, Jiyoung",Pathways from social support to service use among caregivers at risk of child maltreatment,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2012.01.024
XA9VRVF5,journalArticle,2016,"Cheng, Tyrone C.; Lo, Celia C.",Linking worker-parent working alliance to parent progress in child welfare: A longitudinal analysis,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2016.10.028
UXCMMKHV,journalArticle,2016,"Palusci, V. J.; Vandervort, F. E.; Lewis, J. M.",Does changing mandated reporting laws improve child maltreatment reporting in large U.S. counties?,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2016.05.002
9IHV89W5,journalArticle,2010,"Phillips, Susan D.; Zhao, Jian",The Relationship between Witnessing Arrests and Elevated Symptoms of Posttraumatic Stress: Findings from a National Study of Children Involved in the Child Welfare System,Children and Youth Services Review,,0190-7409,http://dx.doi.org/10.1016/j.childyouth.2010.04.015
A2KTPRPV,journalArticle,2015,"Russell, Jesse",Child welfare finance and foster care outcomes,Journal of Public Child Welfare,,1554-8732,http://dx.doi.org/10.1080/15548732.2015.1022277
DQS3VGV5,journalArticle,2016,"Kistin, Caroline J; Thompson, Martha C; Cabral, Howard J; Sege, Robert D; Winter, Michael R; Silverstein, Michael",Subsequent maltreatment in children with disabilities after an unsubstantiated report for neglect,JAMA,,0098-7484,10.1001/jama.2015.12912
PIFK3T3C,journalArticle,2015,"Greeson, Johanna K.P.; Garcia, Antonio R.; Kim, Minseop; Thompson, Allison E.; Courtney, Mark E.",Development & maintenance of social support among aged out foster youth who received independent living services: Results from the Multi-Site Evaluation of Foster Youth Programs,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2015.03.016
AXHJ4IH6,journalArticle,2016,"Lightfoot, Elizabeth; DeZelar, Sharyn",The experiences and outcomes of children in foster care who were removed because of a parental disability,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2015.11.029
9GNMVTPB,journalArticle,2016,"Lewis, Terri; McElroy, Erika; Harlaar, Nicole; Runyan, Desmond",Does the impact of child sexual abuse differ from maltreated but non-sexually abused children? A prospective examination of the impact of child sexual abuse on internalizing and externalizing behavior problems,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2015.11.016
ISVU9NKW,journalArticle,2016,"Thompson, Richard; English, Diana J.; White, Catherine Roller",Maltreatment history as persistent risk: An extension of Li and Godinet (2014),Children and Youth Services Review,,0190-7409,http://dx.doi.org/10.1016/j.childyouth.2016.03.003
KEJTCZMS,journalArticle,2015,"Merritt, Darcey H.; Snyder, Susan M.","Correlates of optimal behavior among child welfare-involved children: Perceived school peer connectedness, activity participation, social skills, and peer affiliation",American Journal of Orthopsychiatry,,,http://dx.doi.org/10.1037/ort0000091
EPA7HPJJ,journalArticle,2015,"Millett, Lina Sapokaite; Seay, Kristen D.; Kohl, Patricia L.","A national study of intimate partner violence risk among female caregivers involved in the child welfare system: The role of nativity, acculturation, and legal status",Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2014.12.006
B2MFN2QQ,journalArticle,2015,"Yoon, Susan; Kobulsky, Julia M.; Voith, Laura A.; Steigerwald, Stacey; Holmes, Megan R.",Gender differences in caregiver-child relationship mediation of the association between violence exposure severity and adolescent behavior problems,Child Abuse & Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2015.10.012
ERZXHXFB,journalArticle,2016,"Thompson, Heather M.; Wocjciak, Armeda Stevenson; Cooley, Morgan E.",Self-esteem: A mediator between peer relationships and behaviors of adolescents in foster care,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2016.05.003
UKMDIXW2,journalArticle,2016,"Simmel, Cassandra; Merritt, Darcey; Kim, Soyoun; Kim, Hillary Mi-Sung",Developmental disabilities in children involved with child welfare: Correlates of referrals for service provision,Journal of Public Child Welfare,,,http://dx.doi.org/10.1080/15548732.2016.1139521
GUA55Z4P,journalArticle,2015,"Wu, Qi; White, Kevin R.; Coleman, Kanisha L.",Effects of kinship care on behavioral problems by child age: A propensity score analysis,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2015.07.020
H26UZNRH,journalArticle,2016,"Raissian, Kerri M.; Bullinger, Lindsey Rose",Money matters: Does the minimum wage affect child maltreatment rates?,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2016.09.033
ERR7K636,journalArticle,2016,"Rosenthal, James A.; Hegar, Rebecca L.","Kinship guardianship, adoption, and foster care: Outcomes from a U.S. national sample",Journal of Public Child Welfare,,,http://dx.doi.org/10.1080/15548732.2016.1176610
6P7S4GC6,journalArticle,2015,"Seay, Kristen D.; Kohl, Patricia L.",The Comorbid and Individual Impacts of Maternal Depression and Substance Dependence on Parenting and Child Behavior Problems,Journal of Family Violence,,,http://dx.doi.org/10.1007/s10896-015-9721-y
8FFX24GF,journalArticle,2015,"Snyder, Susan M.; Smith, Rachel E.",Do youth with substantiated child maltreatment investigations have distinct patterns of delinquent behaviors?,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2015.09.008
7IU6H9CH,journalArticle,2015,"Snyder, Susan M.; Smith, Rachel E.",The Influence of School Engagement on Counts of Delinquent Behaviors among Maltreated Youths,Children & Schools,,,http://dx.doi.org/10.1093/cs/cdv015
38MIV3KR,journalArticle,2015,"Raghavan, Ramesh; Brown, Derek S.; Allaire, Benjamin T.; Garfield, Lauren D.; Ross, Raven E.; Hedeker, Donald",Challenges in Using Medicaid Claims to Ascertain Child Maltreatment,Child Maltreatment,,,http://dx.doi.org/10.1177/1077559514548316
TCT6AWNZ,journalArticle,2016,"Raghavan, Ramesh; Allaire, Benjamin T.; Ross, Raven E.",Medicaid disenrollment patterns among children coming into contact with child welfare agencies,Maternal and Child Health Journal,,,http://dx.doi.org/10.1007/s10995-016-1929-9
7SA44C84,journalArticle,2016,"Stein, Ruth E. K.; Hurlburt, Michael S.; Heneghan, Amy M.; Zhang, Jinjin; Kerker, Bonnie; Landsverk, John; Horwitz, Sarah McCue",For better or worse? Change in service use by children invetigated by child welfare over a decade,Academic Pediatrics,,,http://dx.doi.org/10.1016/j.acap.2016.01.019
ZBWIDUKI,journalArticle,2016,"Raghavan, Ramesh; Brown, Derek S.; Allaire, Benjamin T.; Ross, Raven E.; Landsverk, John",Associations between magnitude of child maltreatment and medicaid expenditures for psychotropic medications,Psychiatric Services,,,http://dx.doi.org/10.1176/appi.ps.201500211
SZGH7P3B,journalArticle,2014,"Raissian, Kerri M.; Dierkhising, Carly B.; Geiger, Jennifer Mullins; Schelbe, Lisa",Child Maltreatment Reporting Patterns and Predictors of Substantiation: Comparing Adolescents and Younger Children,Child maltreatment,,,http://dx.doi.org/10.1177/1077559513518096
XCW6UWWS,journalArticle,2016,"White, Catherine Roller; English, Diana; Thompson, Richard; Roberts, Yvonne Humenay",Youth self-report of emotional maltreatment: Concordance with official reports and relation to outcomes,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2016.02.004
XR9ANBDJ,journalArticle,2015,"Hanson, Karen E.; Saul, Dale H.; Vanderploeg, Jeffrey J.; Painter, Mary; Adnopoz, Jean",Family-based recovery: An innovative in-home substance abuse treatment model for families with young children,Child Welfare,,0009-4021,
XSRBQ6R2,journalArticle,2015,"Russell, Jesse; Macgill, Stephanie","Demographics, policy, and foster care rates: A predictive analytics approach",Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2015.09.009
M4TPIZ4F,journalArticle,2015,"Merkel-Holguin, Lisa; Hollinshead, Dana M.; Hahn, Amy E.; Fluke, John",The influence of differential response and other factors on parent perceptions of child protection involvement,Child Abuse & Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2014.11.008
ZBDU3NW3,journalArticle,2015,"Merkel-Holguin, Lisa; Bross, Donald C.",Commentary: Taking a deep breath before reflecting on differential response,Child Abuse & Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2014.11.017
X7F3FWUI,journalArticle,2015,"Winokur, Marc; Ellis, Raquel; Drury, Ida; Rogers, John",Answering the big questions about differential response in Colorado: Safety and cost outcomes from a randomized controlled trial,Child Abuse & Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2014.06.005
WZTH2KDN,journalArticle,2015,"Pelton, Leroy H.",The continuing role of material factors in child maltreatment and placement,Child Abuse & Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2014.08.001
GKQ7B5A4,journalArticle,2016,"Simmel, Cassandra; Merritt, Darcey; Kim, Hillary Mi-Sung; Kim, Soyoun",An exploratory study of neglect and emotional abuse in adolescents: Classifications of caregiver risk factors,Journal of Child and Family Studies,,,http://dx.doi.org/10.1007/s10826-016-0414-9
37M69VKM,journalArticle,2014,"Coohey, Carol; Dirks-Bihun, April; Renner, Lynette M.; Baller, Robert","Strain, depressed mood and suicidal thoughts among maltreated adolescents in the United States",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2014.04.008
DEMV6ZAK,journalArticle,2009,"Conron, Kerith J.; Beardslee, William; Koenen, Karestan C.; Buka, Stephen L.; Gortmaker, Steven L.",A longitudinal study of maternal depression and child maltreatment in a national sample of families investigated by child protective services,Archives of Pediatrics & Adolescent Medicine,,1072-4710,10.1001/archpediatrics.2009.176
TT5WKWH8,journalArticle,1992,"Connelly, Cynthia D.; Straus, Murray A.",Mother's age and risk for physical abuse,Child Abuse & Neglect,,1452134,10.1016/0145-2134(92)90107-3
EHB3UKV8,journalArticle,2006,"Connelly, C. D.; Hazen, Andrea L.; Coben, Jeffrey H.; Kelleher, Kelly J.; Barth, Richard P.; Landsverk, John A.",Persistence of intimate partner violence among families referred to child welfare,Journal of Interpersonal Violence,,0886-2605,10.1177/0886260506287316
6HZFS4VU,journalArticle,2007,"Connell, Christian M.; Bergeron, Natasha; Katz, Karol H.; Saunders, Leon; Tebes, Jacob Kraemer","Re-referral to child protective services: The influence of child, family, and case characteristics on risk status",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2006.12.004
IUXI5QU3,journalArticle,2013,"Conn, A.-M.; Szilagyi, M. A.; Franke, T. M.; Albertin, C. S.; Blumkin, A. K.; Szilagyi, P. G.",Trends in child protection and out-of-home care,Pediatrics,,"0031-4005, 1098-4275",10.1542/peds.2013-0969
4MHW9NBF,journalArticle,2014,"Conn, Anne-Marie; Calais, Chante; Szilagyi, Moira; Baldwin, Constance; Jee, Sandra H.",Youth in out-of-home care: Relation of engagement in structured group activities with social and mental health measures,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2013.11.014
GJGVF927,journalArticle,1986,"Coleman, Diane Hoshall; Straus, Murray A.","Marital power, conflict, and violence in a nationally representative sample of american couples",Violence and Victims,,8866708,
QJMJKA2S,journalArticle,2015,"Claridge, Amy M.; Wojciak, Armeda S.; Lettenberger-Klein, Cassandra G.; Pettigrew, Haley V.; McWey, Lenore M.; Chaviano, Casey L.",Reciprocal associations among maternal and child characteristics of at-risk families: A longitudinal actor-partner interdependence model,Journal of Marital and Family Therapy,,0194472X,10.1111/jmft.12084
ED6XZM66,journalArticle,2014,"Claridge, Amy M.; Lettenberger-Klein, Cassandra G.; Farineau, Heather M.; Wojciak, Armeda Stevenson; McWey, Lenore M.",Maternal history of victimization and adolescent behaviors: Protective function of relationship quality among at-risk mother-adolescent dyads,Journal of Family Violence,,"0885-7482, 1573-2851",10.1007/s10896-014-9604-7
H2NP4K79,journalArticle,1997,"Cicchetti, Dante; Rogosch, Fred A.",The role of self-organization in the promotion of resilience in maltreated children,Development and Psychopathology,,"0954-5794, 1469-2198",10.1017/S0954579497001442
HCZXBRD8,journalArticle,2010,"Chuang, Emmeline; Wells, Rebecca",The role of inter-agency collaboration in facilitating receipt of behavioral health services for youth involved with child welfare and juvenile justice,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.08.002
NTE5GGR7,journalArticle,2011,"Chuang, Emmeline; Wells, Rebecca; Green, Sherri; Reiter, Kristin",Performance-based contracting and the moderating influence of caseworker role overload on service provision in child welfare,Administration in Social Work,,"0364-3107, 1544-4376",10.1080/03643107.2011.614195
VWCD8BT7,journalArticle,2013,"Chuang, Emmeline; Wells, Rebecca; Bellettiere, John; Cross, Theodore P.",Identifying the substance abuse treatment needs of caregivers involved with child welfare,Journal of Substance Abuse Treatment,,7405472,10.1016/j.jsat.2013.01.007
7WDJIZK5,journalArticle,2014,"Chuang, Emmeline; Wells, Rebecca; Aarons, Gregory A.",Identifying depression in a national sample of caregivers investigated in regard to their child’s welfare,Psychiatric Services,,"1075-2730, 1557-9700",10.1176/appi.ps.201300010
A8SS5F49,journalArticle,2011,"Chuang, Emmeline; Lucio, Robert","Interagency collaboration between child welfare agencies, schools, and mental health providers and children's mental health service receipt",Advances in School Mental Health Promotion,,"1754-730X, 2049-8535",10.1080/1754730X.2011.9715625
A2RV2ZHU,journalArticle,2011,"Cheng, Tyrone C.",Erratum to “Factors associated with reunification: A longitudinal analysis of long-term foster care” Review 32 (2010) 1311–1316],Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.08.024
8E5JD2Z4,journalArticle,2010,"Cheng, Tyrone C.",Factors associated with reunification: A longitudinal analysis of long-term foster care,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.04.023
V6TKTU7Q,journalArticle,2016,"Cheng, Tyrone C.; Lo, Celia C.",Does collaborative engagement affect the health of young children in child welfare system?,Families in Society: The Journal of Contemporary Social Services,,"1044-3894, 1945-1350",10.1606/1044-3894.2016.97.37
83GXWHCJ,journalArticle,2012,"Cheng, Tyrone C.; Lo, Celia C.",Racial disparities in access to needed child welfare services and worker–client engagement,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2012.04.021
782PTBIS,journalArticle,2010,"Cheng, Tyrone C.; Lo, Celia C.",The roles of parenting and child welfare services in alcohol use by adolescents,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2009.06.014
JTQQ7T6B,journalArticle,2015,"Cheng, T. C.; Lo, C. C.",A longitudinal causal analysis of impact made by collaborative engagement and service receipt on likelihood of substantiated re-report,Child Maltreatment,,"1077-5595, 1552-6119",10.1177/1077559515597062
6TSD3T5X,journalArticle,2013,"Cheng, Tyrone C.; Lo, Celia C.",Racial disparity in risk factors for substantiation of child maltreatment,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2013.09.016
